[exp05_head4_emb128_bs16_it1000_do0.2] iter 0/1000 | train_now 4.1877 | train_eval 4.1840 | val 4.1798 | gap 0.0043 | lr 5.94e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 371.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 140/1000 | train_now 2.5503 | train_eval 2.5613 | val 2.5632 | gap -0.0019 | lr 5.97e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 488.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 150/1000 | train_now 2.6042 | train_eval 2.5507 | val 2.5656 | gap -0.0150 | lr 5.95e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 449.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 160/1000 | train_now 2.5615 | train_eval 2.5277 | val 2.5298 | gap -0.0021 | lr 5.93e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 434.5 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 170/1000 | train_now 2.5675 | train_eval 2.5484 | val 2.5420 | gap 0.0064 | lr 5.91e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 441.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 180/1000 | train_now 2.5743 | train_eval 2.5076 | val 2.5039 | gap 0.0037 | lr 5.88e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 448.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 190/1000 | train_now 2.5324 | train_eval 2.5030 | val 2.5114 | gap -0.0085 | lr 5.85e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 453.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 200/1000 | train_now 2.5132 | train_eval 2.4988 | val 2.5107 | gap -0.0119 | lr 5.82e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 436.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 210/1000 | train_now 2.5408 | train_eval 2.4996 | val 2.4904 | gap 0.0092 | lr 5.78e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 447.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 220/1000 | train_now 2.4870 | train_eval 2.4861 | val 2.4889 | gap -0.0028 | lr 5.74e-04 | params 1.21M | host_mem 16.6% | gpu_mem 36.7MB | 579.5 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 230/1000 | train_now 2.5102 | train_eval 2.4894 | val 2.4863 | gap 0.0031 | lr 5.70e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 581.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 240/1000 | train_now 2.5125 | train_eval 2.4807 | val 2.4776 | gap 0.0032 | lr 5.65e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 552.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 250/1000 | train_now 2.4940 | train_eval 2.4711 | val 2.4685 | gap 0.0026 | lr 5.60e-04 | params 1.21M | host_mem 16.6% | gpu_mem 36.7MB | 610.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 260/1000 | train_now 2.5004 | train_eval 2.4862 | val 2.4793 | gap 0.0068 | lr 5.54e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 637.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 270/1000 | train_now 2.5096 | train_eval 2.4714 | val 2.4646 | gap 0.0068 | lr 5.49e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 428.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 280/1000 | train_now 2.5339 | train_eval 2.4681 | val 2.4650 | gap 0.0031 | lr 5.43e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 441.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 290/1000 | train_now 2.4831 | train_eval 2.4685 | val 2.4637 | gap 0.0047 | lr 5.36e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 449.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 300/1000 | train_now 2.5088 | train_eval 2.4701 | val 2.4882 | gap -0.0181 | lr 5.30e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 448.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 310/1000 | train_now 2.4502 | train_eval 2.4613 | val 2.4554 | gap 0.0059 | lr 5.23e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 452.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 320/1000 | train_now 2.5049 | train_eval 2.4546 | val 2.4377 | gap 0.0169 | lr 5.16e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 444.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 330/1000 | train_now 2.4890 | train_eval 2.4346 | val 2.4449 | gap -0.0104 | lr 5.08e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 454.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 340/1000 | train_now 2.4833 | train_eval 2.4397 | val 2.4326 | gap 0.0071 | lr 5.01e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 438.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 350/1000 | train_now 2.4684 | train_eval 2.4357 | val 2.4481 | gap -0.0124 | lr 4.93e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.7MB | 463.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 360/1000 | train_now 2.4586 | train_eval 2.4281 | val 2.4310 | gap -0.0029 | lr 4.85e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 443.1 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 370/1000 | train_now 2.4497 | train_eval 2.4312 | val 2.4454 | gap -0.0142 | lr 4.76e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 462.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 380/1000 | train_now 2.4729 | train_eval 2.4398 | val 2.4279 | gap 0.0119 | lr 4.68e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 444.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 390/1000 | train_now 2.4384 | train_eval 2.4178 | val 2.4169 | gap 0.0009 | lr 4.59e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 450.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 400/1000 | train_now 2.4752 | train_eval 2.4190 | val 2.4178 | gap 0.0013 | lr 4.50e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 469.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 410/1000 | train_now 2.4746 | train_eval 2.4223 | val 2.4100 | gap 0.0123 | lr 4.41e-04 | params 1.21M | host_mem 16.4% | gpu_mem 36.7MB | 429.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 420/1000 | train_now 2.4510 | train_eval 2.4077 | val 2.4068 | gap 0.0009 | lr 4.32e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 503.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 430/1000 | train_now 2.4567 | train_eval 2.4112 | val 2.4193 | gap -0.0081 | lr 4.22e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 461.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 440/1000 | train_now 2.4266 | train_eval 2.4057 | val 2.3844 | gap 0.0214 | lr 4.12e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 455.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 450/1000 | train_now 2.4874 | train_eval 2.3976 | val 2.4012 | gap -0.0036 | lr 4.03e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 458.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 460/1000 | train_now 2.4189 | train_eval 2.4029 | val 2.4116 | gap -0.0086 | lr 3.93e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 451.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 470/1000 | train_now 2.3909 | train_eval 2.3957 | val 2.3816 | gap 0.0141 | lr 3.83e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 454.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 480/1000 | train_now 2.4531 | train_eval 2.3932 | val 2.3955 | gap -0.0024 | lr 3.73e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 484.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 490/1000 | train_now 2.4836 | train_eval 2.3796 | val 2.3992 | gap -0.0197 | lr 3.62e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 596.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 500/1000 | train_now 2.3927 | train_eval 2.3787 | val 2.3978 | gap -0.0191 | lr 3.52e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 548.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 510/1000 | train_now 2.4340 | train_eval 2.3685 | val 2.3840 | gap -0.0156 | lr 3.42e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 578.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 520/1000 | train_now 2.3569 | train_eval 2.3741 | val 2.3871 | gap -0.0130 | lr 3.31e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 604.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 530/1000 | train_now 2.4460 | train_eval 2.3732 | val 2.3793 | gap -0.0061 | lr 3.21e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 565.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 540/1000 | train_now 2.3300 | train_eval 2.3761 | val 2.3728 | gap 0.0034 | lr 3.10e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 448.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 550/1000 | train_now 2.5132 | train_eval 2.3535 | val 2.3789 | gap -0.0254 | lr 3.00e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 451.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 560/1000 | train_now 2.4618 | train_eval 2.3565 | val 2.3817 | gap -0.0252 | lr 2.90e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 431.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 570/1000 | train_now 2.4165 | train_eval 2.3656 | val 2.3741 | gap -0.0086 | lr 2.79e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 449.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 580/1000 | train_now 2.3798 | train_eval 2.3468 | val 2.3535 | gap -0.0067 | lr 2.69e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 433.1 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 590/1000 | train_now 2.4280 | train_eval 2.3347 | val 2.3514 | gap -0.0167 | lr 2.58e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 454.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 600/1000 | train_now 2.3924 | train_eval 2.3325 | val 2.3514 | gap -0.0189 | lr 2.48e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 438.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 610/1000 | train_now 2.4005 | train_eval 2.3347 | val 2.3500 | gap -0.0153 | lr 2.38e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 441.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 620/1000 | train_now 2.4133 | train_eval 2.3408 | val 2.3587 | gap -0.0180 | lr 2.27e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 451.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 630/1000 | train_now 2.3449 | train_eval 2.3352 | val 2.3410 | gap -0.0058 | lr 2.17e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 449.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 640/1000 | train_now 2.3830 | train_eval 2.3098 | val 2.3312 | gap -0.0214 | lr 2.07e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 464.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 650/1000 | train_now 2.3568 | train_eval 2.3163 | val 2.3287 | gap -0.0124 | lr 1.97e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 444.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 660/1000 | train_now 2.4212 | train_eval 2.3121 | val 2.3317 | gap -0.0197 | lr 1.88e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 450.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 670/1000 | train_now 2.3436 | train_eval 2.3095 | val 2.3254 | gap -0.0159 | lr 1.78e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 428.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 680/1000 | train_now 2.3390 | train_eval 2.3077 | val 2.3129 | gap -0.0052 | lr 1.68e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 459.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 690/1000 | train_now 2.3571 | train_eval 2.3122 | val 2.3116 | gap 0.0006 | lr 1.59e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 435.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 700/1000 | train_now 2.3324 | train_eval 2.3013 | val 2.3128 | gap -0.0114 | lr 1.50e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 443.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 710/1000 | train_now 2.3368 | train_eval 2.3067 | val 2.3148 | gap -0.0081 | lr 1.41e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 436.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 720/1000 | train_now 2.3541 | train_eval 2.3043 | val 2.3160 | gap -0.0116 | lr 1.32e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 444.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 730/1000 | train_now 2.3269 | train_eval 2.3109 | val 2.3010 | gap 0.0099 | lr 1.24e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 441.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 740/1000 | train_now 2.3377 | train_eval 2.2933 | val 2.3128 | gap -0.0195 | lr 1.15e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 449.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 750/1000 | train_now 2.3872 | train_eval 2.2930 | val 2.2968 | gap -0.0038 | lr 1.07e-04 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 442.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 760/1000 | train_now 2.3199 | train_eval 2.2811 | val 2.3055 | gap -0.0244 | lr 9.93e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 620.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 770/1000 | train_now 2.3721 | train_eval 2.2877 | val 2.3077 | gap -0.0199 | lr 9.16e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 552.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 780/1000 | train_now 2.3441 | train_eval 2.2847 | val 2.2989 | gap -0.0142 | lr 8.42e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 558.1 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 790/1000 | train_now 2.3840 | train_eval 2.2736 | val 2.2962 | gap -0.0226 | lr 7.71e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 608.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 800/1000 | train_now 2.3287 | train_eval 2.2840 | val 2.2834 | gap 0.0007 | lr 7.02e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 600.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 810/1000 | train_now 2.3370 | train_eval 2.2781 | val 2.2947 | gap -0.0166 | lr 6.36e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 455.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 820/1000 | train_now 2.3439 | train_eval 2.2820 | val 2.3001 | gap -0.0181 | lr 5.73e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 434.5 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 830/1000 | train_now 2.3206 | train_eval 2.2686 | val 2.2941 | gap -0.0255 | lr 5.13e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 439.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 840/1000 | train_now 2.3711 | train_eval 2.2798 | val 2.2882 | gap -0.0084 | lr 4.56e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 450.5 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 850/1000 | train_now 2.3124 | train_eval 2.2750 | val 2.2860 | gap -0.0111 | lr 4.02e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 441.3 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 860/1000 | train_now 2.3936 | train_eval 2.2686 | val 2.2888 | gap -0.0202 | lr 3.51e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 450.4 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 870/1000 | train_now 2.3267 | train_eval 2.2701 | val 2.2942 | gap -0.0241 | lr 3.04e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 435.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 880/1000 | train_now 2.3509 | train_eval 2.2786 | val 2.2828 | gap -0.0042 | lr 2.59e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 444.0 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 890/1000 | train_now 2.3045 | train_eval 2.2717 | val 2.2873 | gap -0.0156 | lr 2.18e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 439.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 900/1000 | train_now 2.3684 | train_eval 2.2640 | val 2.2807 | gap -0.0167 | lr 1.81e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 438.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 910/1000 | train_now 2.3311 | train_eval 2.2632 | val 2.2819 | gap -0.0187 | lr 1.47e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 445.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 920/1000 | train_now 2.3180 | train_eval 2.2676 | val 2.2909 | gap -0.0233 | lr 1.16e-05 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 423.1 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 930/1000 | train_now 2.4035 | train_eval 2.2772 | val 2.2822 | gap -0.0050 | lr 8.91e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 449.8 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 940/1000 | train_now 2.3653 | train_eval 2.2815 | val 2.2946 | gap -0.0131 | lr 6.56e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 436.9 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 950/1000 | train_now 2.3610 | train_eval 2.2616 | val 2.2774 | gap -0.0157 | lr 4.56e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 458.6 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 960/1000 | train_now 2.3203 | train_eval 2.2636 | val 2.2912 | gap -0.0276 | lr 2.92e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 449.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 970/1000 | train_now 2.3192 | train_eval 2.2625 | val 2.2890 | gap -0.0265 | lr 1.64e-06 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 441.2 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 980/1000 | train_now 2.3604 | train_eval 2.2657 | val 2.2824 | gap -0.0166 | lr 7.31e-07 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 425.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 990/1000 | train_now 2.4045 | train_eval 2.2553 | val 2.2764 | gap -0.0211 | lr 1.83e-07 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 423.7 ms/it
[exp05_head4_emb128_bs16_it1000_do0.2] iter 999/1000 | train_now 2.3469 | train_eval 2.2712 | val 2.2830 | gap -0.0118 | lr 1.83e-09 | params 1.21M | host_mem 16.5% | gpu_mem 36.7MB | 437.4 ms/it
