[exp16_head8_emb128_bs8_it1000_do0.1] iter 0/1000 | train_now 4.1936 | train_eval 4.1828 | val 4.1793 | gap 0.0035 | lr 5.94e-06 | params 1.21M | host_mem 17.5% | gpu_mem 74.7MB | 299.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 270/1000 | train_now 2.5068 | train_eval 2.5151 | val 2.5163 | gap -0.0012 | lr 5.49e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 430.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 280/1000 | train_now 2.4914 | train_eval 2.4855 | val 2.5010 | gap -0.0155 | lr 5.43e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 437.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 290/1000 | train_now 2.5525 | train_eval 2.4890 | val 2.5149 | gap -0.0259 | lr 5.36e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 437.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 300/1000 | train_now 2.5623 | train_eval 2.4875 | val 2.5054 | gap -0.0178 | lr 5.30e-04 | params 1.21M | host_mem 17.7% | gpu_mem 74.7MB | 568.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 310/1000 | train_now 2.5036 | train_eval 2.4910 | val 2.4983 | gap -0.0073 | lr 5.23e-04 | params 1.21M | host_mem 17.7% | gpu_mem 74.7MB | 546.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 320/1000 | train_now 2.5125 | train_eval 2.4586 | val 2.4886 | gap -0.0301 | lr 5.16e-04 | params 1.21M | host_mem 17.7% | gpu_mem 74.7MB | 586.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 330/1000 | train_now 2.4655 | train_eval 2.4939 | val 2.4729 | gap 0.0210 | lr 5.08e-04 | params 1.21M | host_mem 17.7% | gpu_mem 74.7MB | 630.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 340/1000 | train_now 2.4550 | train_eval 2.4833 | val 2.4757 | gap 0.0076 | lr 5.01e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 647.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 350/1000 | train_now 2.5489 | train_eval 2.4593 | val 2.4581 | gap 0.0012 | lr 4.93e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 424.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 360/1000 | train_now 2.5304 | train_eval 2.4551 | val 2.4626 | gap -0.0075 | lr 4.85e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 451.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 370/1000 | train_now 2.5549 | train_eval 2.4388 | val 2.4415 | gap -0.0027 | lr 4.76e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 416.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 380/1000 | train_now 2.4739 | train_eval 2.4454 | val 2.4628 | gap -0.0174 | lr 4.68e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 440.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 390/1000 | train_now 2.4459 | train_eval 2.4544 | val 2.4586 | gap -0.0041 | lr 4.59e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 413.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 400/1000 | train_now 2.4186 | train_eval 2.4285 | val 2.4413 | gap -0.0128 | lr 4.50e-04 | params 1.21M | host_mem 17.4% | gpu_mem 74.7MB | 415.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 410/1000 | train_now 2.4197 | train_eval 2.4542 | val 2.4697 | gap -0.0155 | lr 4.41e-04 | params 1.21M | host_mem 17.5% | gpu_mem 74.7MB | 516.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 420/1000 | train_now 2.4257 | train_eval 2.4422 | val 2.4395 | gap 0.0027 | lr 4.32e-04 | params 1.21M | host_mem 17.5% | gpu_mem 74.7MB | 547.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 430/1000 | train_now 2.3945 | train_eval 2.4280 | val 2.4319 | gap -0.0039 | lr 4.22e-04 | params 1.21M | host_mem 17.5% | gpu_mem 74.7MB | 552.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 440/1000 | train_now 2.4576 | train_eval 2.4210 | val 2.4224 | gap -0.0013 | lr 4.12e-04 | params 1.21M | host_mem 17.5% | gpu_mem 74.7MB | 551.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 450/1000 | train_now 2.4213 | train_eval 2.4069 | val 2.4193 | gap -0.0123 | lr 4.03e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 652.0 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 460/1000 | train_now 2.4429 | train_eval 2.4230 | val 2.4160 | gap 0.0070 | lr 3.93e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 496.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 470/1000 | train_now 2.4198 | train_eval 2.4256 | val 2.4318 | gap -0.0063 | lr 3.83e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 447.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 480/1000 | train_now 2.4579 | train_eval 2.4141 | val 2.4151 | gap -0.0010 | lr 3.73e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 413.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 490/1000 | train_now 2.3797 | train_eval 2.4268 | val 2.4351 | gap -0.0083 | lr 3.62e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 472.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 500/1000 | train_now 2.3874 | train_eval 2.4137 | val 2.4311 | gap -0.0175 | lr 3.52e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 417.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 510/1000 | train_now 2.4185 | train_eval 2.4009 | val 2.4041 | gap -0.0033 | lr 3.42e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 423.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 520/1000 | train_now 2.4153 | train_eval 2.4127 | val 2.4422 | gap -0.0294 | lr 3.31e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 433.0 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 530/1000 | train_now 2.4487 | train_eval 2.4108 | val 2.4146 | gap -0.0038 | lr 3.21e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 412.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 540/1000 | train_now 2.4188 | train_eval 2.3948 | val 2.3977 | gap -0.0029 | lr 3.10e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 432.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 550/1000 | train_now 2.4443 | train_eval 2.4024 | val 2.4105 | gap -0.0081 | lr 3.00e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 421.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 560/1000 | train_now 2.4423 | train_eval 2.3873 | val 2.4027 | gap -0.0155 | lr 2.90e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 425.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 570/1000 | train_now 2.4281 | train_eval 2.3876 | val 2.3866 | gap 0.0010 | lr 2.79e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 416.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 580/1000 | train_now 2.3824 | train_eval 2.3904 | val 2.3878 | gap 0.0026 | lr 2.69e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 430.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 590/1000 | train_now 2.3750 | train_eval 2.3992 | val 2.3901 | gap 0.0091 | lr 2.58e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 428.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 600/1000 | train_now 2.4912 | train_eval 2.3972 | val 2.4005 | gap -0.0033 | lr 2.48e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 409.0 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 610/1000 | train_now 2.3988 | train_eval 2.3709 | val 2.4019 | gap -0.0310 | lr 2.38e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 441.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 620/1000 | train_now 2.3380 | train_eval 2.3765 | val 2.3841 | gap -0.0077 | lr 2.27e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 422.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 630/1000 | train_now 2.4571 | train_eval 2.3770 | val 2.3698 | gap 0.0071 | lr 2.17e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 445.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 640/1000 | train_now 2.4427 | train_eval 2.3860 | val 2.3671 | gap 0.0188 | lr 2.07e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 431.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 650/1000 | train_now 2.3974 | train_eval 2.3605 | val 2.3590 | gap 0.0015 | lr 1.97e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 430.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 660/1000 | train_now 2.3644 | train_eval 2.3628 | val 2.3708 | gap -0.0079 | lr 1.88e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 438.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 670/1000 | train_now 2.3841 | train_eval 2.3569 | val 2.3622 | gap -0.0053 | lr 1.78e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 420.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 680/1000 | train_now 2.3389 | train_eval 2.3694 | val 2.3568 | gap 0.0127 | lr 1.68e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 422.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 690/1000 | train_now 2.3849 | train_eval 2.3610 | val 2.3678 | gap -0.0067 | lr 1.59e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 496.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 700/1000 | train_now 2.4553 | train_eval 2.3542 | val 2.3370 | gap 0.0172 | lr 1.50e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 579.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 710/1000 | train_now 2.4348 | train_eval 2.3595 | val 2.3557 | gap 0.0038 | lr 1.41e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 555.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 720/1000 | train_now 2.3751 | train_eval 2.3500 | val 2.3502 | gap -0.0002 | lr 1.32e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 547.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 730/1000 | train_now 2.3506 | train_eval 2.3445 | val 2.3414 | gap 0.0031 | lr 1.24e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 604.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 740/1000 | train_now 2.3586 | train_eval 2.3467 | val 2.3458 | gap 0.0009 | lr 1.15e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 495.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 750/1000 | train_now 2.3112 | train_eval 2.3352 | val 2.3318 | gap 0.0034 | lr 1.07e-04 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 417.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 760/1000 | train_now 2.3294 | train_eval 2.3550 | val 2.3400 | gap 0.0150 | lr 9.93e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 440.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 770/1000 | train_now 2.3744 | train_eval 2.3298 | val 2.3426 | gap -0.0128 | lr 9.16e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 412.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 780/1000 | train_now 2.3590 | train_eval 2.3226 | val 2.3240 | gap -0.0014 | lr 8.42e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 412.9 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 790/1000 | train_now 2.3472 | train_eval 2.3308 | val 2.3432 | gap -0.0124 | lr 7.71e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 440.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 800/1000 | train_now 2.3763 | train_eval 2.3386 | val 2.3268 | gap 0.0118 | lr 7.02e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 421.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 810/1000 | train_now 2.3191 | train_eval 2.3204 | val 2.3400 | gap -0.0196 | lr 6.36e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 433.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 820/1000 | train_now 2.3659 | train_eval 2.3248 | val 2.3160 | gap 0.0088 | lr 5.73e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 446.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 830/1000 | train_now 2.3327 | train_eval 2.3376 | val 2.3331 | gap 0.0045 | lr 5.13e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 449.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 840/1000 | train_now 2.3406 | train_eval 2.3203 | val 2.3272 | gap -0.0070 | lr 4.56e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 434.7 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 850/1000 | train_now 2.4042 | train_eval 2.3298 | val 2.3244 | gap 0.0054 | lr 4.02e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 421.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 860/1000 | train_now 2.3468 | train_eval 2.3210 | val 2.3238 | gap -0.0028 | lr 3.51e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 451.4 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 870/1000 | train_now 2.3504 | train_eval 2.3185 | val 2.3315 | gap -0.0130 | lr 3.04e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 445.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 880/1000 | train_now 2.3075 | train_eval 2.3193 | val 2.3103 | gap 0.0090 | lr 2.59e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 438.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 890/1000 | train_now 2.2817 | train_eval 2.3172 | val 2.3116 | gap 0.0056 | lr 2.18e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 428.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 900/1000 | train_now 2.4454 | train_eval 2.3220 | val 2.3239 | gap -0.0019 | lr 1.81e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 424.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 910/1000 | train_now 2.3036 | train_eval 2.2988 | val 2.3141 | gap -0.0153 | lr 1.47e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 425.5 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 920/1000 | train_now 2.3556 | train_eval 2.3167 | val 2.3327 | gap -0.0160 | lr 1.16e-05 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 430.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 930/1000 | train_now 2.4380 | train_eval 2.3185 | val 2.3179 | gap 0.0006 | lr 8.91e-06 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 422.0 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 940/1000 | train_now 2.3091 | train_eval 2.3137 | val 2.3150 | gap -0.0014 | lr 6.56e-06 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 433.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 950/1000 | train_now 2.3368 | train_eval 2.3268 | val 2.2995 | gap 0.0274 | lr 4.56e-06 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 417.6 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 960/1000 | train_now 2.3491 | train_eval 2.3239 | val 2.3099 | gap 0.0141 | lr 2.92e-06 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 444.1 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 970/1000 | train_now 2.3913 | train_eval 2.3181 | val 2.3329 | gap -0.0148 | lr 1.64e-06 | params 1.21M | host_mem 17.7% | gpu_mem 74.7MB | 543.2 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 980/1000 | train_now 2.4080 | train_eval 2.3151 | val 2.3415 | gap -0.0264 | lr 7.31e-07 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 594.8 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 990/1000 | train_now 2.3554 | train_eval 2.3164 | val 2.3287 | gap -0.0123 | lr 1.83e-07 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 512.3 ms/it
[exp16_head8_emb128_bs8_it1000_do0.1] iter 999/1000 | train_now 2.3130 | train_eval 2.3057 | val 2.3238 | gap -0.0181 | lr 1.83e-09 | params 1.21M | host_mem 17.6% | gpu_mem 74.7MB | 555.3 ms/it
