[exp00_head4_emb128_bs8_it1000_do0.1] iter 0/1000 | train_now 4.1911 | train_eval 4.1830 | val 4.1794 | gap 0.0035 | lr 5.94e-06 | params 1.21M | host_mem 16.5% | gpu_mem 31.7MB | 1283.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 280/1000 | train_now 2.4978 | train_eval 2.4863 | val 2.5007 | gap -0.0144 | lr 5.43e-04 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 418.7 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 290/1000 | train_now 2.5253 | train_eval 2.4819 | val 2.5057 | gap -0.0238 | lr 5.36e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 494.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 300/1000 | train_now 2.5522 | train_eval 2.4873 | val 2.5007 | gap -0.0134 | lr 5.30e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 561.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 310/1000 | train_now 2.5090 | train_eval 2.4933 | val 2.5005 | gap -0.0072 | lr 5.23e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 527.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 320/1000 | train_now 2.5075 | train_eval 2.4583 | val 2.4834 | gap -0.0250 | lr 5.16e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 553.7 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 330/1000 | train_now 2.4669 | train_eval 2.4915 | val 2.4752 | gap 0.0163 | lr 5.08e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 625.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 340/1000 | train_now 2.4631 | train_eval 2.4851 | val 2.4776 | gap 0.0075 | lr 5.01e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 541.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 350/1000 | train_now 2.5569 | train_eval 2.4606 | val 2.4588 | gap 0.0018 | lr 4.93e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 427.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 360/1000 | train_now 2.5214 | train_eval 2.4512 | val 2.4593 | gap -0.0081 | lr 4.85e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 462.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 370/1000 | train_now 2.5540 | train_eval 2.4527 | val 2.4538 | gap -0.0011 | lr 4.76e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 426.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 380/1000 | train_now 2.4770 | train_eval 2.4502 | val 2.4654 | gap -0.0152 | lr 4.68e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 414.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 390/1000 | train_now 2.4459 | train_eval 2.4564 | val 2.4600 | gap -0.0037 | lr 4.59e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 416.7 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 400/1000 | train_now 2.4095 | train_eval 2.4311 | val 2.4446 | gap -0.0135 | lr 4.50e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 421.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 410/1000 | train_now 2.4193 | train_eval 2.4511 | val 2.4634 | gap -0.0123 | lr 4.41e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 446.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 420/1000 | train_now 2.4290 | train_eval 2.4446 | val 2.4422 | gap 0.0024 | lr 4.32e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 421.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 430/1000 | train_now 2.3790 | train_eval 2.4272 | val 2.4324 | gap -0.0052 | lr 4.22e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 418.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 440/1000 | train_now 2.4661 | train_eval 2.4199 | val 2.4259 | gap -0.0061 | lr 4.12e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 424.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 450/1000 | train_now 2.4204 | train_eval 2.4060 | val 2.4183 | gap -0.0124 | lr 4.03e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 420.7 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 460/1000 | train_now 2.4420 | train_eval 2.4257 | val 2.4213 | gap 0.0044 | lr 3.93e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 417.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 470/1000 | train_now 2.4037 | train_eval 2.4222 | val 2.4281 | gap -0.0059 | lr 3.83e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 421.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 480/1000 | train_now 2.4590 | train_eval 2.4153 | val 2.4156 | gap -0.0003 | lr 3.73e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 401.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 490/1000 | train_now 2.3845 | train_eval 2.4244 | val 2.4316 | gap -0.0072 | lr 3.62e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 416.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 500/1000 | train_now 2.3736 | train_eval 2.4074 | val 2.4240 | gap -0.0167 | lr 3.52e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 400.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 510/1000 | train_now 2.4044 | train_eval 2.4004 | val 2.4059 | gap -0.0055 | lr 3.42e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 409.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 520/1000 | train_now 2.4230 | train_eval 2.4166 | val 2.4424 | gap -0.0257 | lr 3.31e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 444.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 530/1000 | train_now 2.4646 | train_eval 2.4136 | val 2.4154 | gap -0.0017 | lr 3.21e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 420.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 540/1000 | train_now 2.4267 | train_eval 2.3990 | val 2.4015 | gap -0.0025 | lr 3.10e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 424.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 550/1000 | train_now 2.4527 | train_eval 2.4021 | val 2.4097 | gap -0.0076 | lr 3.00e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 424.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 560/1000 | train_now 2.4282 | train_eval 2.3929 | val 2.4110 | gap -0.0182 | lr 2.90e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 403.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 570/1000 | train_now 2.4204 | train_eval 2.3955 | val 2.3914 | gap 0.0041 | lr 2.79e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 426.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 580/1000 | train_now 2.3968 | train_eval 2.4048 | val 2.4017 | gap 0.0032 | lr 2.69e-04 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 544.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 590/1000 | train_now 2.3979 | train_eval 2.4010 | val 2.3912 | gap 0.0098 | lr 2.58e-04 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 551.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 600/1000 | train_now 2.4955 | train_eval 2.4047 | val 2.4032 | gap 0.0014 | lr 2.48e-04 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 605.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 610/1000 | train_now 2.3894 | train_eval 2.3740 | val 2.4066 | gap -0.0326 | lr 2.38e-04 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 613.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 620/1000 | train_now 2.3489 | train_eval 2.3779 | val 2.3874 | gap -0.0095 | lr 2.27e-04 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 632.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 630/1000 | train_now 2.4451 | train_eval 2.3719 | val 2.3607 | gap 0.0111 | lr 2.17e-04 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 431.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 640/1000 | train_now 2.4317 | train_eval 2.3886 | val 2.3689 | gap 0.0197 | lr 2.07e-04 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 422.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 650/1000 | train_now 2.4046 | train_eval 2.3664 | val 2.3639 | gap 0.0025 | lr 1.97e-04 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 429.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 660/1000 | train_now 2.3661 | train_eval 2.3723 | val 2.3746 | gap -0.0023 | lr 1.88e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 419.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 670/1000 | train_now 2.3876 | train_eval 2.3597 | val 2.3660 | gap -0.0063 | lr 1.78e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 426.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 680/1000 | train_now 2.3466 | train_eval 2.3752 | val 2.3626 | gap 0.0126 | lr 1.68e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 411.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 690/1000 | train_now 2.3890 | train_eval 2.3614 | val 2.3664 | gap -0.0050 | lr 1.59e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 415.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 700/1000 | train_now 2.4813 | train_eval 2.3571 | val 2.3415 | gap 0.0156 | lr 1.50e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 424.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 710/1000 | train_now 2.4483 | train_eval 2.3642 | val 2.3620 | gap 0.0022 | lr 1.41e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 419.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 720/1000 | train_now 2.3834 | train_eval 2.3504 | val 2.3489 | gap 0.0015 | lr 1.32e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 419.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 730/1000 | train_now 2.3549 | train_eval 2.3509 | val 2.3465 | gap 0.0044 | lr 1.24e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 401.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 740/1000 | train_now 2.3509 | train_eval 2.3498 | val 2.3466 | gap 0.0032 | lr 1.15e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 453.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 750/1000 | train_now 2.3121 | train_eval 2.3345 | val 2.3323 | gap 0.0022 | lr 1.07e-04 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 432.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 760/1000 | train_now 2.3456 | train_eval 2.3582 | val 2.3422 | gap 0.0161 | lr 9.93e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 423.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 770/1000 | train_now 2.3701 | train_eval 2.3333 | val 2.3408 | gap -0.0075 | lr 9.16e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 455.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 780/1000 | train_now 2.3485 | train_eval 2.3240 | val 2.3255 | gap -0.0015 | lr 8.42e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 426.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 790/1000 | train_now 2.3583 | train_eval 2.3365 | val 2.3470 | gap -0.0105 | lr 7.71e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 438.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 800/1000 | train_now 2.3799 | train_eval 2.3406 | val 2.3267 | gap 0.0138 | lr 7.02e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 410.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 810/1000 | train_now 2.3139 | train_eval 2.3243 | val 2.3400 | gap -0.0157 | lr 6.36e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 410.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 820/1000 | train_now 2.3636 | train_eval 2.3256 | val 2.3167 | gap 0.0089 | lr 5.73e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 430.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 830/1000 | train_now 2.3588 | train_eval 2.3383 | val 2.3342 | gap 0.0040 | lr 5.13e-05 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 431.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 840/1000 | train_now 2.3473 | train_eval 2.3226 | val 2.3295 | gap -0.0069 | lr 4.56e-05 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 423.9 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 850/1000 | train_now 2.4169 | train_eval 2.3302 | val 2.3267 | gap 0.0035 | lr 4.02e-05 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 418.2 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 860/1000 | train_now 2.3659 | train_eval 2.3233 | val 2.3237 | gap -0.0004 | lr 3.51e-05 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 539.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 870/1000 | train_now 2.3530 | train_eval 2.3213 | val 2.3345 | gap -0.0132 | lr 3.04e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 546.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 880/1000 | train_now 2.3056 | train_eval 2.3191 | val 2.3104 | gap 0.0087 | lr 2.59e-05 | params 1.21M | host_mem 16.1% | gpu_mem 31.7MB | 530.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 890/1000 | train_now 2.2715 | train_eval 2.3166 | val 2.3098 | gap 0.0068 | lr 2.18e-05 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 617.6 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 900/1000 | train_now 2.4342 | train_eval 2.3234 | val 2.3247 | gap -0.0012 | lr 1.81e-05 | params 1.21M | host_mem 16.0% | gpu_mem 31.7MB | 703.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 910/1000 | train_now 2.3178 | train_eval 2.2987 | val 2.3150 | gap -0.0163 | lr 1.47e-05 | params 1.21M | host_mem 16.2% | gpu_mem 31.7MB | 677.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 920/1000 | train_now 2.3659 | train_eval 2.3165 | val 2.3324 | gap -0.0159 | lr 1.16e-05 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 630.0 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 930/1000 | train_now 2.4502 | train_eval 2.3206 | val 2.3190 | gap 0.0016 | lr 8.91e-06 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 560.3 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 940/1000 | train_now 2.3358 | train_eval 2.3154 | val 2.3149 | gap 0.0004 | lr 6.56e-06 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 590.8 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 950/1000 | train_now 2.3496 | train_eval 2.3285 | val 2.2987 | gap 0.0297 | lr 4.56e-06 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 430.7 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 960/1000 | train_now 2.3453 | train_eval 2.3277 | val 2.3087 | gap 0.0190 | lr 2.92e-06 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 447.4 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 970/1000 | train_now 2.3953 | train_eval 2.3203 | val 2.3341 | gap -0.0139 | lr 1.64e-06 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 410.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 980/1000 | train_now 2.4071 | train_eval 2.3176 | val 2.3413 | gap -0.0238 | lr 7.31e-07 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 400.1 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 990/1000 | train_now 2.3365 | train_eval 2.3193 | val 2.3288 | gap -0.0095 | lr 1.83e-07 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 418.5 ms/it
[exp00_head4_emb128_bs8_it1000_do0.1] iter 999/1000 | train_now 2.3303 | train_eval 2.3067 | val 2.3251 | gap -0.0184 | lr 1.83e-09 | params 1.21M | host_mem 16.3% | gpu_mem 31.7MB | 386.6 ms/it
