[exp01_head4_emb128_bs8_it1000_do0.2] iter 0/1000 | train_now 4.1932 | train_eval 4.1835 | val 4.1798 | gap 0.0036 | lr 5.94e-06 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 279.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 110/1000 | train_now 2.6572 | train_eval 2.6583 | val 2.6528 | gap 0.0055 | lr 6.00e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 450.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 120/1000 | train_now 2.6588 | train_eval 2.6255 | val 2.6236 | gap 0.0019 | lr 5.99e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 413.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 130/1000 | train_now 2.6168 | train_eval 2.6232 | val 2.6178 | gap 0.0054 | lr 5.98e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 439.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 140/1000 | train_now 2.6185 | train_eval 2.5968 | val 2.5921 | gap 0.0047 | lr 5.97e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 430.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 150/1000 | train_now 2.6366 | train_eval 2.5802 | val 2.6041 | gap -0.0239 | lr 5.95e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 426.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 160/1000 | train_now 2.5890 | train_eval 2.5915 | val 2.5792 | gap 0.0123 | lr 5.93e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 421.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 170/1000 | train_now 2.5564 | train_eval 2.5928 | val 2.5691 | gap 0.0238 | lr 5.91e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 412.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 180/1000 | train_now 2.5813 | train_eval 2.5598 | val 2.5704 | gap -0.0107 | lr 5.88e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 420.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 190/1000 | train_now 2.5827 | train_eval 2.5734 | val 2.5674 | gap 0.0059 | lr 5.85e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 458.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 200/1000 | train_now 2.6119 | train_eval 2.5586 | val 2.5502 | gap 0.0084 | lr 5.82e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 408.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 210/1000 | train_now 2.5758 | train_eval 2.5406 | val 2.5543 | gap -0.0137 | lr 5.78e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 431.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 220/1000 | train_now 2.6004 | train_eval 2.5167 | val 2.5209 | gap -0.0043 | lr 5.74e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 405.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 230/1000 | train_now 2.5282 | train_eval 2.5278 | val 2.5329 | gap -0.0052 | lr 5.70e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 415.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 240/1000 | train_now 2.5428 | train_eval 2.5193 | val 2.5355 | gap -0.0163 | lr 5.65e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 420.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 250/1000 | train_now 2.5716 | train_eval 2.5264 | val 2.5296 | gap -0.0032 | lr 5.60e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 403.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 260/1000 | train_now 2.4910 | train_eval 2.5079 | val 2.5171 | gap -0.0092 | lr 5.54e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 416.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 270/1000 | train_now 2.5235 | train_eval 2.5215 | val 2.5258 | gap -0.0043 | lr 5.49e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 419.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 280/1000 | train_now 2.5228 | train_eval 2.5052 | val 2.5153 | gap -0.0101 | lr 5.43e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 403.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 290/1000 | train_now 2.5547 | train_eval 2.4982 | val 2.5162 | gap -0.0180 | lr 5.36e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 425.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 300/1000 | train_now 2.5846 | train_eval 2.5095 | val 2.5250 | gap -0.0155 | lr 5.30e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 414.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 310/1000 | train_now 2.5417 | train_eval 2.5047 | val 2.5226 | gap -0.0179 | lr 5.23e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 470.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 320/1000 | train_now 2.5318 | train_eval 2.4757 | val 2.5010 | gap -0.0254 | lr 5.16e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 533.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 330/1000 | train_now 2.4801 | train_eval 2.5185 | val 2.4972 | gap 0.0213 | lr 5.08e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 549.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 340/1000 | train_now 2.5049 | train_eval 2.5096 | val 2.5006 | gap 0.0090 | lr 5.01e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 557.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 350/1000 | train_now 2.5755 | train_eval 2.4818 | val 2.4868 | gap -0.0050 | lr 4.93e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 589.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 360/1000 | train_now 2.5459 | train_eval 2.4655 | val 2.4721 | gap -0.0066 | lr 4.85e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 558.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 370/1000 | train_now 2.5889 | train_eval 2.4647 | val 2.4674 | gap -0.0027 | lr 4.76e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 465.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 380/1000 | train_now 2.4991 | train_eval 2.4657 | val 2.4842 | gap -0.0185 | lr 4.68e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 429.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 390/1000 | train_now 2.4697 | train_eval 2.4836 | val 2.4876 | gap -0.0039 | lr 4.59e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 437.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 400/1000 | train_now 2.4387 | train_eval 2.4511 | val 2.4740 | gap -0.0229 | lr 4.50e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 442.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 410/1000 | train_now 2.4612 | train_eval 2.4756 | val 2.4906 | gap -0.0150 | lr 4.41e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 420.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 420/1000 | train_now 2.4480 | train_eval 2.4702 | val 2.4674 | gap 0.0028 | lr 4.32e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 436.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 430/1000 | train_now 2.4171 | train_eval 2.4523 | val 2.4555 | gap -0.0032 | lr 4.22e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 425.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 440/1000 | train_now 2.4956 | train_eval 2.4431 | val 2.4489 | gap -0.0058 | lr 4.12e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 433.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 450/1000 | train_now 2.4462 | train_eval 2.4293 | val 2.4403 | gap -0.0110 | lr 4.03e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 418.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 460/1000 | train_now 2.4665 | train_eval 2.4461 | val 2.4391 | gap 0.0070 | lr 3.93e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 432.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 470/1000 | train_now 2.4330 | train_eval 2.4487 | val 2.4532 | gap -0.0045 | lr 3.83e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 416.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 480/1000 | train_now 2.4682 | train_eval 2.4393 | val 2.4399 | gap -0.0007 | lr 3.73e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 409.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 490/1000 | train_now 2.3984 | train_eval 2.4507 | val 2.4554 | gap -0.0046 | lr 3.62e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 428.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 500/1000 | train_now 2.4120 | train_eval 2.4381 | val 2.4510 | gap -0.0129 | lr 3.52e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 403.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 510/1000 | train_now 2.4430 | train_eval 2.4229 | val 2.4279 | gap -0.0050 | lr 3.42e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 425.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 520/1000 | train_now 2.4469 | train_eval 2.4439 | val 2.4765 | gap -0.0326 | lr 3.31e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 425.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 530/1000 | train_now 2.4902 | train_eval 2.4432 | val 2.4475 | gap -0.0043 | lr 3.21e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 401.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 540/1000 | train_now 2.4830 | train_eval 2.4350 | val 2.4356 | gap -0.0006 | lr 3.10e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 421.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 550/1000 | train_now 2.4845 | train_eval 2.4333 | val 2.4406 | gap -0.0072 | lr 3.00e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 402.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 560/1000 | train_now 2.4711 | train_eval 2.4270 | val 2.4422 | gap -0.0152 | lr 2.90e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 444.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 570/1000 | train_now 2.4622 | train_eval 2.4270 | val 2.4215 | gap 0.0055 | lr 2.79e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 402.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 580/1000 | train_now 2.4384 | train_eval 2.4331 | val 2.4247 | gap 0.0084 | lr 2.69e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 420.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 590/1000 | train_now 2.4285 | train_eval 2.4326 | val 2.4213 | gap 0.0112 | lr 2.58e-04 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 423.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 600/1000 | train_now 2.5221 | train_eval 2.4365 | val 2.4387 | gap -0.0023 | lr 2.48e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 574.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 610/1000 | train_now 2.4149 | train_eval 2.4119 | val 2.4445 | gap -0.0326 | lr 2.38e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 533.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 620/1000 | train_now 2.3865 | train_eval 2.4123 | val 2.4165 | gap -0.0042 | lr 2.27e-04 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 516.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 630/1000 | train_now 2.4957 | train_eval 2.4192 | val 2.4042 | gap 0.0150 | lr 2.17e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 589.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 640/1000 | train_now 2.4636 | train_eval 2.4292 | val 2.4097 | gap 0.0195 | lr 2.07e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 622.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 650/1000 | train_now 2.4338 | train_eval 2.4033 | val 2.4025 | gap 0.0008 | lr 1.97e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 424.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 660/1000 | train_now 2.4177 | train_eval 2.4069 | val 2.4076 | gap -0.0007 | lr 1.88e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 426.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 670/1000 | train_now 2.4322 | train_eval 2.4013 | val 2.4038 | gap -0.0025 | lr 1.78e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 424.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 680/1000 | train_now 2.3960 | train_eval 2.4142 | val 2.3984 | gap 0.0158 | lr 1.68e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 408.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 690/1000 | train_now 2.4243 | train_eval 2.4046 | val 2.4045 | gap 0.0001 | lr 1.59e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 420.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 700/1000 | train_now 2.5151 | train_eval 2.3996 | val 2.3797 | gap 0.0199 | lr 1.50e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 419.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 710/1000 | train_now 2.4858 | train_eval 2.4145 | val 2.4058 | gap 0.0087 | lr 1.41e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 424.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 720/1000 | train_now 2.4265 | train_eval 2.3974 | val 2.3938 | gap 0.0035 | lr 1.32e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 418.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 730/1000 | train_now 2.3932 | train_eval 2.3975 | val 2.3902 | gap 0.0073 | lr 1.24e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 414.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 740/1000 | train_now 2.4129 | train_eval 2.4012 | val 2.3975 | gap 0.0037 | lr 1.15e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 409.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 750/1000 | train_now 2.3811 | train_eval 2.3852 | val 2.3820 | gap 0.0032 | lr 1.07e-04 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 417.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 760/1000 | train_now 2.4021 | train_eval 2.4096 | val 2.3863 | gap 0.0233 | lr 9.93e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 410.5 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 770/1000 | train_now 2.4229 | train_eval 2.3870 | val 2.3920 | gap -0.0051 | lr 9.16e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 414.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 780/1000 | train_now 2.4082 | train_eval 2.3769 | val 2.3691 | gap 0.0077 | lr 8.42e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 424.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 790/1000 | train_now 2.4162 | train_eval 2.3848 | val 2.3915 | gap -0.0068 | lr 7.71e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 426.9 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 800/1000 | train_now 2.4208 | train_eval 2.3939 | val 2.3781 | gap 0.0158 | lr 7.02e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 411.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 810/1000 | train_now 2.3813 | train_eval 2.3784 | val 2.3895 | gap -0.0111 | lr 6.36e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 408.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 820/1000 | train_now 2.4397 | train_eval 2.3791 | val 2.3685 | gap 0.0106 | lr 5.73e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 428.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 830/1000 | train_now 2.3905 | train_eval 2.3936 | val 2.3852 | gap 0.0085 | lr 5.13e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 424.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 840/1000 | train_now 2.4094 | train_eval 2.3810 | val 2.3769 | gap 0.0041 | lr 4.56e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 413.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 850/1000 | train_now 2.4381 | train_eval 2.3880 | val 2.3776 | gap 0.0104 | lr 4.02e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 408.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 860/1000 | train_now 2.4265 | train_eval 2.3802 | val 2.3763 | gap 0.0039 | lr 3.51e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 408.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 870/1000 | train_now 2.3965 | train_eval 2.3789 | val 2.3877 | gap -0.0088 | lr 3.04e-05 | params 1.21M | host_mem 16.3% | gpu_mem 36.5MB | 418.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 880/1000 | train_now 2.3769 | train_eval 2.3787 | val 2.3633 | gap 0.0154 | lr 2.59e-05 | params 1.21M | host_mem 16.1% | gpu_mem 36.5MB | 514.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 890/1000 | train_now 2.3417 | train_eval 2.3789 | val 2.3629 | gap 0.0160 | lr 2.18e-05 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 587.7 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 900/1000 | train_now 2.5095 | train_eval 2.3819 | val 2.3787 | gap 0.0032 | lr 1.81e-05 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 534.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 910/1000 | train_now 2.3835 | train_eval 2.3574 | val 2.3705 | gap -0.0130 | lr 1.47e-05 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 551.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 920/1000 | train_now 2.4188 | train_eval 2.3772 | val 2.3897 | gap -0.0125 | lr 1.16e-05 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 577.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 930/1000 | train_now 2.5055 | train_eval 2.3809 | val 2.3745 | gap 0.0064 | lr 8.91e-06 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 523.1 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 940/1000 | train_now 2.3950 | train_eval 2.3738 | val 2.3708 | gap 0.0031 | lr 6.56e-06 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 409.3 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 950/1000 | train_now 2.4004 | train_eval 2.3857 | val 2.3532 | gap 0.0325 | lr 4.56e-06 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 420.4 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 960/1000 | train_now 2.3916 | train_eval 2.3868 | val 2.3638 | gap 0.0230 | lr 2.92e-06 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 417.2 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 970/1000 | train_now 2.4611 | train_eval 2.3770 | val 2.3852 | gap -0.0082 | lr 1.64e-06 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 404.0 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 980/1000 | train_now 2.4685 | train_eval 2.3771 | val 2.3942 | gap -0.0171 | lr 7.31e-07 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 427.6 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 990/1000 | train_now 2.4098 | train_eval 2.3760 | val 2.3853 | gap -0.0093 | lr 1.83e-07 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 410.8 ms/it
[exp01_head4_emb128_bs8_it1000_do0.2] iter 999/1000 | train_now 2.3806 | train_eval 2.3668 | val 2.3793 | gap -0.0125 | lr 1.83e-09 | params 1.21M | host_mem 16.2% | gpu_mem 36.5MB | 423.3 ms/it
